Datum,Temperatur,Monat,Jahreszeit,Frühling,Sommer,Herbst,Winter,Temp_warm,Temp_cold,Temp_average
2013-08-03,23.3625,8,Sommer,0,1,0,0,0,0,1
2013-08-04,23.05,8,Sommer,0,1,0,0,0,0,1
2013-08-05,25.8,8,Sommer,0,1,0,0,1,0,0
2013-08-06,22.225,8,Sommer,0,1,0,0,0,0,1
2013-08-07,19.2125,8,Sommer,0,1,0,0,0,0,1
2013-08-08,16.975,8,Sommer,0,1,0,0,0,0,1
2013-08-09,20.3375,8,Sommer,0,1,0,0,0,0,1
2013-08-10,19.3625,8,Sommer,0,1,0,0,0,0,1
2013-08-11,16.3875,8,Sommer,0,1,0,0,0,0,1
2013-08-12,16.45,8,Sommer,0,1,0,0,0,0,1
2013-08-13,16.4,8,Sommer,0,1,0,0,0,0,1
2013-08-14,18.2625,8,Sommer,0,1,0,0,0,0,1
2013-08-15,19.8,8,Sommer,0,1,0,0,0,0,1
2013-08-16,23.575,8,Sommer,0,1,0,0,1,0,0
2013-08-17,20.55,8,Sommer,0,1,0,0,0,0,1
2013-08-18,18.5875,8,Sommer,0,1,0,0,0,0,1
2013-08-19,18.4875,8,Sommer,0,1,0,0,0,0,1
2013-08-20,17.775,8,Sommer,0,1,0,0,0,0,1
2013-08-21,20.125,8,Sommer,0,1,0,0,0,0,1
2013-08-22,21.6625,8,Sommer,0,1,0,0,0,0,1
2013-08-23,22.0375,8,Sommer,0,1,0,0,0,0,1
2013-08-24,20.85,8,Sommer,0,1,0,0,0,0,1
2013-08-25,21.3875,8,Sommer,0,1,0,0,0,0,1
2013-08-26,20.125,8,Sommer,0,1,0,0,0,0,1
2013-08-27,21.0875,8,Sommer,0,1,0,0,0,0,1
2013-08-28,21.3,8,Sommer,0,1,0,0,0,0,1
2013-08-29,20.2125,8,Sommer,0,1,0,0,0,0,1
2013-08-30,19.7875,8,Sommer,0,1,0,0,0,0,1
2013-08-31,18.35,8,Sommer,0,1,0,0,0,0,1
2013-09-01,15.8625,9,Herbst,0,0,1,0,0,0,1
2013-09-02,16.575,9,Herbst,0,0,1,0,0,0,1
2013-09-03,18.225,9,Herbst,0,0,1,0,1,0,0
2013-09-04,18.125,9,Herbst,0,0,1,0,1,0,0
2013-09-05,21.7,9,Herbst,0,0,1,0,1,0,0
2013-09-06,24.7,9,Herbst,0,0,1,0,1,0,0
2013-09-07,22.7625,9,Herbst,0,0,1,0,1,0,0
2013-09-08,20.1625,9,Herbst,0,0,1,0,1,0,0
2013-09-09,11.575,9,Herbst,0,0,1,0,0,0,1
2013-09-10,13.5875,9,Herbst,0,0,1,0,0,0,1
2013-09-11,13.9,9,Herbst,0,0,1,0,0,0,1
2013-09-12,16.1125,9,Herbst,0,0,1,0,0,0,1
2013-09-13,17.4375,9,Herbst,0,0,1,0,1,0,0
2013-09-14,17.625,9,Herbst,0,0,1,0,1,0,0
2013-09-15,14.8625,9,Herbst,0,0,1,0,0,0,1
2013-09-16,13.1375,9,Herbst,0,0,1,0,0,0,1
2013-09-17,13.1375,9,Herbst,0,0,1,0,0,0,1
2013-09-18,13.05,9,Herbst,0,0,1,0,0,0,1
2013-09-19,14.8375,9,Herbst,0,0,1,0,0,0,1
2013-09-20,13.525,9,Herbst,0,0,1,0,0,0,1
2013-09-21,15.35,9,Herbst,0,0,1,0,0,0,1
2013-09-22,17.1375,9,Herbst,0,0,1,0,0,0,1
2013-09-23,17.3125,9,Herbst,0,0,1,0,0,0,1
2013-09-24,15.7375,9,Herbst,0,0,1,0,0,0,1
2013-09-25,13.5375,9,Herbst,0,0,1,0,0,0,1
2013-09-26,12.9875,9,Herbst,0,0,1,0,0,0,1
2013-09-27,13.0125,9,Herbst,0,0,1,0,0,0,1
2013-09-28,13.1,9,Herbst,0,0,1,0,0,0,1
2013-09-29,14.175,9,Herbst,0,0,1,0,0,0,1
2013-09-30,12.825,9,Herbst,0,0,1,0,0,0,1
2013-10-01,12.9125,10,Herbst,0,0,1,0,0,0,1
2013-10-02,12.7,10,Herbst,0,0,1,0,0,0,1
2013-10-03,11.7625,10,Herbst,0,0,1,0,0,0,1
2013-10-04,11.2,10,Herbst,0,0,1,0,0,0,1
2013-10-05,15.575,10,Herbst,0,0,1,0,0,0,1
2013-10-06,15.25,10,Herbst,0,0,1,0,0,0,1
2013-10-07,16.275,10,Herbst,0,0,1,0,0,0,1
2013-10-08,15.1125,10,Herbst,0,0,1,0,0,0,1
2013-10-09,14.3125,10,Herbst,0,0,1,0,0,0,1
2013-10-10,10.975,10,Herbst,0,0,1,0,0,0,1
2013-10-11,13.8625,10,Herbst,0,0,1,0,0,0,1
2013-10-12,13.025,10,Herbst,0,0,1,0,0,0,1
2013-10-13,10.8625,10,Herbst,0,0,1,0,0,0,1
2013-10-14,12.525,10,Herbst,0,0,1,0,0,0,1
2013-10-15,10.6625,10,Herbst,0,0,1,0,0,0,1
2013-10-16,12.275,10,Herbst,0,0,1,0,0,0,1
2013-10-17,12.0,10,Herbst,0,0,1,0,0,0,1
2013-10-18,9.075,10,Herbst,0,0,1,0,0,0,1
2013-10-19,9.45,10,Herbst,0,0,1,0,0,0,1
2013-10-20,15.1875,10,Herbst,0,0,1,0,0,0,1
2013-10-21,14.2625,10,Herbst,0,0,1,0,0,0,1
2013-10-22,17.6375,10,Herbst,0,0,1,0,1,0,0
2013-10-23,17.675,10,Herbst,0,0,1,0,1,0,0
2013-10-24,12.6875,10,Herbst,0,0,1,0,0,0,1
2013-10-25,11.8875,10,Herbst,0,0,1,0,0,0,1
2013-10-26,16.775,10,Herbst,0,0,1,0,0,0,1
2013-10-27,14.9875,10,Herbst,0,0,1,0,0,0,1
2013-10-28,14.3625,10,Herbst,0,0,1,0,0,0,1
2013-10-29,10.775,10,Herbst,0,0,1,0,0,0,1
2013-10-30,10.4375,10,Herbst,0,0,1,0,0,0,1
2013-10-31,11.1625,10,Herbst,0,0,1,0,0,0,1
2013-11-01,10.625,11,Herbst,0,0,1,0,0,0,1
2013-11-02,8.8875,11,Herbst,0,0,1,0,0,0,1
2013-11-03,10.7,11,Herbst,0,0,1,0,0,0,1
2013-11-04,6.8375,11,Herbst,0,0,1,0,0,1,0
2013-11-05,8.9,11,Herbst,0,0,1,0,0,0,1
2013-11-06,8.1375,11,Herbst,0,0,1,0,0,0,1
2013-11-07,9.5,11,Herbst,0,0,1,0,0,0,1
2013-11-08,9.325,11,Herbst,0,0,1,0,0,0,1
2013-11-09,7.7,11,Herbst,0,0,1,0,0,0,1
2013-11-10,6.9875,11,Herbst,0,0,1,0,0,1,0
2013-11-11,8.3125,11,Herbst,0,0,1,0,0,0,1
2013-11-12,5.9375,11,Herbst,0,0,1,0,0,1,0
2013-11-13,8.8,11,Herbst,0,0,1,0,0,0,1
2013-11-14,6.9375,11,Herbst,0,0,1,0,0,1,0
2013-11-15,6.45,11,Herbst,0,0,1,0,0,1,0
2013-11-16,8.875,11,Herbst,0,0,1,0,0,0,1
2013-11-17,8.8875,11,Herbst,0,0,1,0,0,0,1
2013-11-18,6.65,11,Herbst,0,0,1,0,0,1,0
2013-11-19,5.8375,11,Herbst,0,0,1,0,0,1,0
2013-11-20,3.85,11,Herbst,0,0,1,0,0,1,0
2013-11-21,3.275,11,Herbst,0,0,1,0,0,1,0
2013-11-22,5.375,11,Herbst,0,0,1,0,0,1,0
2013-11-23,4.9125,11,Herbst,0,0,1,0,0,1,0
2013-11-24,4.6,11,Herbst,0,0,1,0,0,1,0
2013-11-25,3.7,11,Herbst,0,0,1,0,0,1,0
2013-11-26,2.3125,11,Herbst,0,0,1,0,0,1,0
2013-11-27,7.3125,11,Herbst,0,0,1,0,0,0,1
2013-11-28,8.025,11,Herbst,0,0,1,0,0,0,1
2013-11-29,5.9875,11,Herbst,0,0,1,0,0,1,0
2013-11-30,5.525,11,Herbst,0,0,1,0,0,1,0
2013-12-01,8.6625,12,Winter,0,0,0,1,1,0,0
2013-12-02,3.0625,12,Winter,0,0,0,1,0,0,1
2013-12-03,1.7125,12,Winter,0,0,0,1,0,0,1
2013-12-04,5.85,12,Winter,0,0,0,1,0,0,1
2013-12-05,4.4625,12,Winter,0,0,0,1,0,0,1
2013-12-06,1.7875,12,Winter,0,0,0,1,0,0,1
2013-12-07,1.0,12,Winter,0,0,0,1,0,0,1
2013-12-08,6.975,12,Winter,0,0,0,1,0,0,1
2013-12-09,9.2375,12,Winter,0,0,0,1,1,0,0
2013-12-10,7.1875,12,Winter,0,0,0,1,0,0,1
2013-12-11,5.025,12,Winter,0,0,0,1,0,0,1
2013-12-12,2.525,12,Winter,0,0,0,1,0,0,1
2013-12-13,3.5375,12,Winter,0,0,0,1,0,0,1
2013-12-14,3.0125,12,Winter,0,0,0,1,0,0,1
2013-12-15,7.925,12,Winter,0,0,0,1,1,0,0
2013-12-16,8.775,12,Winter,0,0,0,1,1,0,0
2013-12-17,4.95,12,Winter,0,0,0,1,0,0,1
2013-12-18,6.85,12,Winter,0,0,0,1,0,0,1
2013-12-19,7.4,12,Winter,0,0,0,1,0,0,1
2013-12-20,5.2875,12,Winter,0,0,0,1,0,0,1
2013-12-21,6.5625,12,Winter,0,0,0,1,0,0,1
2013-12-22,8.1375,12,Winter,0,0,0,1,1,0,0
2013-12-23,5.4875,12,Winter,0,0,0,1,0,0,1
2013-12-24,11.4375,12,Winter,0,0,0,1,1,0,0
2013-12-25,8.5625,12,Winter,0,0,0,1,1,0,0
2013-12-26,3.775,12,Winter,0,0,0,1,0,0,1
2013-12-27,5.7625,12,Winter,0,0,0,1,0,0,1
2013-12-28,7.0625,12,Winter,0,0,0,1,0,0,1
2013-12-29,5.7125,12,Winter,0,0,0,1,0,0,1
2013-12-30,4.75,12,Winter,0,0,0,1,0,0,1
2013-12-31,5.0375,12,Winter,0,0,0,1,0,0,1
2014-01-01,4.5125,1,Winter,0,0,0,1,0,0,1
2014-01-02,6.25,1,Winter,0,0,0,1,0,0,1
2014-01-03,6.8375,1,Winter,0,0,0,1,0,0,1
2014-01-04,6.9375,1,Winter,0,0,0,1,0,0,1
2014-01-05,6.1875,1,Winter,0,0,0,1,0,0,1
2014-01-06,7.9125,1,Winter,0,0,0,1,1,0,0
2014-01-07,10.4375,1,Winter,0,0,0,1,1,0,0
2014-01-08,8.6375,1,Winter,0,0,0,1,1,0,0
2014-01-09,9.6125,1,Winter,0,0,0,1,1,0,0
2014-01-10,6.6375,1,Winter,0,0,0,1,0,0,1
2014-01-11,5.5875,1,Winter,0,0,0,1,0,0,1
2014-01-12,5.525,1,Winter,0,0,0,1,0,0,1
2014-01-13,3.1375,1,Winter,0,0,0,1,0,0,1
2014-01-14,4.225,1,Winter,0,0,0,1,0,0,1
2014-01-15,3.228571,1,Winter,0,0,0,1,0,0,1
2014-01-16,2.7375,1,Winter,0,0,0,1,0,0,1
2014-01-17,6.7375,1,Winter,0,0,0,1,0,0,1
2014-01-18,5.8875,1,Winter,0,0,0,1,0,0,1
2014-01-19,2.8625,1,Winter,0,0,0,1,0,0,1
2014-01-20,0.3875,1,Winter,0,0,0,1,0,0,1
2014-01-21,-0.65,1,Winter,0,0,0,1,0,1,0
2014-01-22,-3.1125,1,Winter,0,0,0,1,0,1,0
2014-01-23,-3.1875,1,Winter,0,0,0,1,0,1,0
2014-01-24,-5.1625,1,Winter,0,0,0,1,0,1,0
2014-01-25,-7.0375,1,Winter,0,0,0,1,0,1,0
2014-01-26,-8.475,1,Winter,0,0,0,1,0,1,0
2014-01-27,0.7,1,Winter,0,0,0,1,0,0,1
2014-01-28,-0.2625,1,Winter,0,0,0,1,0,1,0
2014-01-29,-5.05,1,Winter,0,0,0,1,0,1,0
2014-01-30,-4.4875,1,Winter,0,0,0,1,0,1,0
2014-01-31,-3.6875,1,Winter,0,0,0,1,0,1,0
2014-02-01,3.225,2,Winter,0,0,0,1,0,0,1
2014-02-02,5.4875,2,Winter,0,0,0,1,0,0,1
2014-02-03,3.475,2,Winter,0,0,0,1,0,0,1
2014-02-04,3.925,2,Winter,0,0,0,1,0,0,1
2014-02-05,3.675,2,Winter,0,0,0,1,0,0,1
2014-02-06,7.875,2,Winter,0,0,0,1,1,0,0
2014-02-07,8.475,2,Winter,0,0,0,1,1,0,0
2014-02-08,6.2875,2,Winter,0,0,0,1,0,0,1
2014-02-09,6.7125,2,Winter,0,0,0,1,0,0,1
2014-02-10,6.6375,2,Winter,0,0,0,1,0,0,1
2014-02-11,4.925,2,Winter,0,0,0,1,0,0,1
2014-02-12,6.1,2,Winter,0,0,0,1,0,0,1
2014-02-13,7.45,2,Winter,0,0,0,1,0,0,1
2014-02-14,5.2125,2,Winter,0,0,0,1,0,0,1
2014-02-15,11.5,2,Winter,0,0,0,1,1,0,0
2014-02-16,6.0625,2,Winter,0,0,0,1,0,0,1
2014-02-17,6.6875,2,Winter,0,0,0,1,0,0,1
2014-02-18,7.8,2,Winter,0,0,0,1,1,0,0
2014-02-19,6.325,2,Winter,0,0,0,1,0,0,1
2014-02-20,9.1,2,Winter,0,0,0,1,1,0,0
2014-02-21,7.5125,2,Winter,0,0,0,1,0,0,1
2014-02-22,5.925,2,Winter,0,0,0,1,0,0,1
2014-02-23,8.625,2,Winter,0,0,0,1,1,0,0
2014-02-24,9.4125,2,Winter,0,0,0,1,1,0,0
2014-02-25,10.475,2,Winter,0,0,0,1,1,0,0
2014-02-26,10.1875,2,Winter,0,0,0,1,1,0,0
2014-02-27,8.8875,2,Winter,0,0,0,1,1,0,0
2014-02-28,6.1875,2,Winter,0,0,0,1,0,0,1
2014-03-01,5.075,3,Frühling,1,0,0,0,0,1,0
2014-03-02,6.5625,3,Frühling,1,0,0,0,0,0,1
2014-03-03,9.1875,3,Frühling,1,0,0,0,0,0,1
2014-03-04,6.6875,3,Frühling,1,0,0,0,0,0,1
2014-03-05,4.6875,3,Frühling,1,0,0,0,0,1,0
2014-03-06,8.925,3,Frühling,1,0,0,0,0,0,1
2014-03-07,11.275,3,Frühling,1,0,0,0,0,0,1
2014-03-08,9.9375,3,Frühling,1,0,0,0,0,0,1
2014-03-09,16.4,3,Frühling,1,0,0,0,1,0,0
2014-03-10,15.8,3,Frühling,1,0,0,0,0,0,1
2014-03-11,7.85,3,Frühling,1,0,0,0,0,0,1
2014-03-12,10.2125,3,Frühling,1,0,0,0,0,0,1
2014-03-13,13.375,3,Frühling,1,0,0,0,0,0,1
2014-03-14,9.6125,3,Frühling,1,0,0,0,0,0,1
2014-03-15,9.0375,3,Frühling,1,0,0,0,0,0,1
2014-03-16,9.3375,3,Frühling,1,0,0,0,0,0,1
2014-03-17,9.5875,3,Frühling,1,0,0,0,0,0,1
2014-03-18,9.6875,3,Frühling,1,0,0,0,0,0,1
2014-03-19,9.45,3,Frühling,1,0,0,0,0,0,1
2014-03-20,16.2625,3,Frühling,1,0,0,0,0,0,1
2014-03-21,6.8875,3,Frühling,1,0,0,0,0,0,1
2014-03-22,8.85,3,Frühling,1,0,0,0,0,0,1
2014-03-23,8.3625,3,Frühling,1,0,0,0,0,0,1
2014-03-24,7.5625,3,Frühling,1,0,0,0,0,0,1
2014-03-25,7.725,3,Frühling,1,0,0,0,0,0,1
2014-03-26,7.85,3,Frühling,1,0,0,0,0,0,1
2014-03-27,5.1,3,Frühling,1,0,0,0,0,1,0
2014-03-28,5.4,3,Frühling,1,0,0,0,0,1,0
2014-03-29,9.375,3,Frühling,1,0,0,0,0,0,1
2014-03-30,11.2625,3,Frühling,1,0,0,0,0,0,1
2014-03-31,7.4375,3,Frühling,1,0,0,0,0,0,1
2014-04-01,5.7625,4,Frühling,1,0,0,0,0,1,0
2014-04-02,12.45,4,Frühling,1,0,0,0,0,0,1
2014-04-03,7.6125,4,Frühling,1,0,0,0,0,0,1
2014-04-04,6.45,4,Frühling,1,0,0,0,0,0,1
2014-04-05,9.825,4,Frühling,1,0,0,0,0,0,1
2014-04-06,12.1875,4,Frühling,1,0,0,0,0,0,1
2014-04-07,15.7875,4,Frühling,1,0,0,0,0,0,1
2014-04-08,9.8125,4,Frühling,1,0,0,0,0,0,1
2014-04-09,10.1875,4,Frühling,1,0,0,0,0,0,1
2014-04-10,9.75,4,Frühling,1,0,0,0,0,0,1
2014-04-11,12.0625,4,Frühling,1,0,0,0,0,0,1
2014-04-12,11.2,4,Frühling,1,0,0,0,0,0,1
2014-04-13,11.0125,4,Frühling,1,0,0,0,0,0,1
2014-04-14,8.9,4,Frühling,1,0,0,0,0,0,1
2014-04-15,9.9125,4,Frühling,1,0,0,0,0,0,1
2014-04-16,11.3625,4,Frühling,1,0,0,0,0,0,1
2014-04-17,14.4,4,Frühling,1,0,0,0,0,0,1
2014-04-18,8.2375,4,Frühling,1,0,0,0,0,0,1
2014-04-19,11.125,4,Frühling,1,0,0,0,0,0,1
2014-04-20,13.875,4,Frühling,1,0,0,0,0,0,1
2014-04-21,13.425,4,Frühling,1,0,0,0,0,0,1
2014-04-22,15.45,4,Frühling,1,0,0,0,0,0,1
2014-04-23,9.825,4,Frühling,1,0,0,0,0,0,1
2014-04-24,9.175,4,Frühling,1,0,0,0,0,0,1
2014-04-25,13.5625,4,Frühling,1,0,0,0,0,0,1
2014-04-26,15.45,4,Frühling,1,0,0,0,0,0,1
2014-04-27,16.225,4,Frühling,1,0,0,0,0,0,1
2014-04-28,15.8875,4,Frühling,1,0,0,0,0,0,1
2014-04-29,18.0875,4,Frühling,1,0,0,0,1,0,0
2014-04-30,18.0,4,Frühling,1,0,0,0,1,0,0
2014-05-01,10.4875,5,Frühling,1,0,0,0,0,0,1
2014-05-02,10.225,5,Frühling,1,0,0,0,0,0,1
2014-05-03,11.8625,5,Frühling,1,0,0,0,0,0,1
2014-05-04,9.6,5,Frühling,1,0,0,0,0,0,1
2014-05-05,10.7125,5,Frühling,1,0,0,0,0,0,1
2014-05-06,15.775,5,Frühling,1,0,0,0,0,0,1
2014-05-07,14.2125,5,Frühling,1,0,0,0,0,0,1
2014-05-08,12.45,5,Frühling,1,0,0,0,0,0,1
2014-05-09,12.3875,5,Frühling,1,0,0,0,0,0,1
2014-05-10,13.275,5,Frühling,1,0,0,0,0,0,1
2014-05-11,11.5625,5,Frühling,1,0,0,0,0,0,1
2014-05-12,12.7,5,Frühling,1,0,0,0,0,0,1
2014-05-13,11.5625,5,Frühling,1,0,0,0,0,0,1
2014-05-14,11.5625,5,Frühling,1,0,0,0,0,0,1
2014-05-15,13.7875,5,Frühling,1,0,0,0,0,0,1
2014-05-16,13.8875,5,Frühling,1,0,0,0,0,0,1
2014-05-17,16.625,5,Frühling,1,0,0,0,1,0,0
2014-05-18,16.5125,5,Frühling,1,0,0,0,1,0,0
2014-05-19,13.7625,5,Frühling,1,0,0,0,0,0,1
2014-05-20,20.725,5,Frühling,1,0,0,0,1,0,0
2014-05-21,26.8625,5,Frühling,1,0,0,0,1,0,0
2014-05-22,26.375,5,Frühling,1,0,0,0,1,0,0
2014-05-23,18.0125,5,Frühling,1,0,0,0,1,0,0
2014-05-24,17.9625,5,Frühling,1,0,0,0,1,0,0
2014-05-25,20.4625,5,Frühling,1,0,0,0,1,0,0
2014-05-26,19.9625,5,Frühling,1,0,0,0,1,0,0
2014-05-27,12.8875,5,Frühling,1,0,0,0,0,0,1
2014-05-28,10.2,5,Frühling,1,0,0,0,0,0,1
2014-05-29,12.7,5,Frühling,1,0,0,0,0,0,1
2014-05-30,17.9625,5,Frühling,1,0,0,0,1,0,0
2014-05-31,15.9125,5,Frühling,1,0,0,0,0,0,1
2014-06-01,13.825,6,Sommer,0,1,0,0,0,1,0
2014-06-02,17.625,6,Sommer,0,1,0,0,0,0,1
2014-06-03,20.0,6,Sommer,0,1,0,0,0,0,1
2014-06-04,21.4875,6,Sommer,0,1,0,0,0,0,1
2014-06-05,15.0375,6,Sommer,0,1,0,0,0,1,0
2014-06-06,19.3125,6,Sommer,0,1,0,0,0,0,1
2014-06-07,17.9625,6,Sommer,0,1,0,0,0,0,1
2014-06-08,22.1,6,Sommer,0,1,0,0,0,0,1
2014-06-09,20.6625,6,Sommer,0,1,0,0,0,0,1
2014-06-10,25.7875,6,Sommer,0,1,0,0,1,0,0
2014-06-11,20.5,6,Sommer,0,1,0,0,0,0,1
2014-06-12,19.55,6,Sommer,0,1,0,0,0,0,1
2014-06-13,17.45,6,Sommer,0,1,0,0,0,0,1
2014-06-14,18.9125,6,Sommer,0,1,0,0,0,0,1
2014-06-15,19.275,6,Sommer,0,1,0,0,0,0,1
2014-06-16,18.3125,6,Sommer,0,1,0,0,0,0,1
2014-06-17,20.375,6,Sommer,0,1,0,0,0,0,1
2014-06-18,19.3,6,Sommer,0,1,0,0,0,0,1
2014-06-19,15.2875,6,Sommer,0,1,0,0,0,1,0
2014-06-20,15.9875,6,Sommer,0,1,0,0,0,1,0
2014-06-21,15.5125,6,Sommer,0,1,0,0,0,1,0
2014-06-22,15.7,6,Sommer,0,1,0,0,0,1,0
2014-06-23,16.5,6,Sommer,0,1,0,0,0,0,1
2014-06-24,14.3625,6,Sommer,0,1,0,0,0,1,0
2014-06-25,18.4375,6,Sommer,0,1,0,0,0,0,1
2014-06-26,17.575,6,Sommer,0,1,0,0,0,0,1
2014-06-27,20.1625,6,Sommer,0,1,0,0,0,0,1
2014-06-28,16.9625,6,Sommer,0,1,0,0,0,0,1
2014-06-29,17.3125,6,Sommer,0,1,0,0,0,0,1
2014-06-30,18.3375,6,Sommer,0,1,0,0,0,0,1
2014-07-01,15.6875,7,Sommer,0,1,0,0,0,1,0
2014-07-02,17.1125,7,Sommer,0,1,0,0,0,0,1
2014-07-03,20.4,7,Sommer,0,1,0,0,0,0,1
2014-07-04,26.9375,7,Sommer,0,1,0,0,1,0,0
2014-07-05,24.5875,7,Sommer,0,1,0,0,1,0,0
2014-07-06,25.2375,7,Sommer,0,1,0,0,1,0,0
2014-07-07,20.8,7,Sommer,0,1,0,0,0,0,1
2014-07-08,19.6,7,Sommer,0,1,0,0,0,0,1
2014-07-09,24.65,7,Sommer,0,1,0,0,1,0,0
2014-07-10,24.757142,7,Sommer,0,1,0,0,1,0,0
2014-07-11,22.9375,7,Sommer,0,1,0,0,0,0,1
2014-07-12,20.375,7,Sommer,0,1,0,0,0,0,1
2014-07-13,18.6,7,Sommer,0,1,0,0,0,0,1
2014-07-14,19.45,7,Sommer,0,1,0,0,0,0,1
2014-07-15,22.2625,7,Sommer,0,1,0,0,0,0,1
2014-07-16,19.4125,7,Sommer,0,1,0,0,0,0,1
2014-07-17,22.7625,7,Sommer,0,1,0,0,0,0,1
2014-07-18,26.05,7,Sommer,0,1,0,0,1,0,0
2014-07-19,28.0625,7,Sommer,0,1,0,0,1,0,0
2014-07-20,24.3125,7,Sommer,0,1,0,0,1,0,0
2014-07-21,23.4875,7,Sommer,0,1,0,0,1,0,0
2014-07-22,24.9875,7,Sommer,0,1,0,0,1,0,0
2014-07-23,25.0,7,Sommer,0,1,0,0,1,0,0
2014-07-24,24.8375,7,Sommer,0,1,0,0,1,0,0
2014-07-25,26.325,7,Sommer,0,1,0,0,1,0,0
2014-07-26,22.375,7,Sommer,0,1,0,0,0,0,1
2014-07-27,25.55,7,Sommer,0,1,0,0,1,0,0
2014-07-28,24.7625,7,Sommer,0,1,0,0,1,0,0
2014-07-29,25.35,7,Sommer,0,1,0,0,1,0,0
2014-07-30,22.925,7,Sommer,0,1,0,0,0,0,1
2014-07-31,22.4375,7,Sommer,0,1,0,0,0,0,1
2014-08-01,26.725,8,Sommer,0,1,0,0,1,0,0
2014-08-02,26.0875,8,Sommer,0,1,0,0,1,0,0
2014-08-03,23.0875,8,Sommer,0,1,0,0,0,0,1
2014-08-04,22.5125,8,Sommer,0,1,0,0,0,0,1
2014-08-05,23.0875,8,Sommer,0,1,0,0,0,0,1
2014-08-06,22.825,8,Sommer,0,1,0,0,0,0,1
2014-08-07,20.3125,8,Sommer,0,1,0,0,0,0,1
2014-08-08,22.725,8,Sommer,0,1,0,0,0,0,1
2014-08-09,20.1,8,Sommer,0,1,0,0,0,0,1
2014-08-10,23.1,8,Sommer,0,1,0,0,0,0,1
2014-08-11,20.075,8,Sommer,0,1,0,0,0,0,1
2014-08-12,16.9125,8,Sommer,0,1,0,0,0,0,1
2014-08-13,20.9375,8,Sommer,0,1,0,0,0,0,1
2014-08-14,18.05,8,Sommer,0,1,0,0,0,0,1
2014-08-15,18.3625,8,Sommer,0,1,0,0,0,0,1
2014-08-16,17.2,8,Sommer,0,1,0,0,0,0,1
2014-08-17,15.65,8,Sommer,0,1,0,0,0,1,0
2014-08-18,15.2,8,Sommer,0,1,0,0,0,1,0
2014-08-19,14.0875,8,Sommer,0,1,0,0,0,1,0
2014-08-20,15.675,8,Sommer,0,1,0,0,0,1,0
2014-08-21,16.2625,8,Sommer,0,1,0,0,0,1,0
2014-08-22,16.325,8,Sommer,0,1,0,0,0,0,1
2014-08-23,15.9875,8,Sommer,0,1,0,0,0,1,0
2014-08-24,16.3125,8,Sommer,0,1,0,0,0,0,1
2014-08-25,14.7875,8,Sommer,0,1,0,0,0,1,0
2014-08-26,17.325,8,Sommer,0,1,0,0,0,0,1
2014-08-27,19.875,8,Sommer,0,1,0,0,0,0,1
2014-08-28,19.75,8,Sommer,0,1,0,0,0,0,1
2014-08-29,19.125,8,Sommer,0,1,0,0,0,0,1
2014-08-30,17.75,8,Sommer,0,1,0,0,0,0,1
2014-08-31,16.375,8,Sommer,0,1,0,0,0,0,1
2014-09-01,17.875,9,Herbst,0,0,1,0,1,0,0
2014-09-02,18.375,9,Herbst,0,0,1,0,1,0,0
2014-09-03,18.75,9,Herbst,0,0,1,0,1,0,0
2014-09-04,20.0,9,Herbst,0,0,1,0,1,0,0
2014-09-05,21.375,9,Herbst,0,0,1,0,1,0,0
2014-09-06,24.0,9,Herbst,0,0,1,0,1,0,0
2014-09-07,20.0,9,Herbst,0,0,1,0,1,0,0
2014-09-08,17.375,9,Herbst,0,0,1,0,1,0,0
2014-09-09,17.125,9,Herbst,0,0,1,0,0,0,1
2014-09-10,18.625,9,Herbst,0,0,1,0,1,0,0
2014-09-11,17.375,9,Herbst,0,0,1,0,1,0,0
2014-09-12,18.25,9,Herbst,0,0,1,0,1,0,0
2014-09-13,17.0,9,Herbst,0,0,1,0,0,0,1
2014-09-14,17.625,9,Herbst,0,0,1,0,1,0,0
2014-09-15,19.75,9,Herbst,0,0,1,0,1,0,0
2014-09-16,20.125,9,Herbst,0,0,1,0,1,0,0
2014-09-17,19.875,9,Herbst,0,0,1,0,1,0,0
2014-09-18,20.5,9,Herbst,0,0,1,0,1,0,0
2014-09-19,20.75,9,Herbst,0,0,1,0,1,0,0
2014-09-20,19.375,9,Herbst,0,0,1,0,1,0,0
2014-09-21,17.0,9,Herbst,0,0,1,0,0,0,1
2014-09-22,13.0,9,Herbst,0,0,1,0,0,0,1
2014-09-23,14.75,9,Herbst,0,0,1,0,0,0,1
2014-09-24,15.375,9,Herbst,0,0,1,0,0,0,1
2014-09-25,14.5,9,Herbst,0,0,1,0,0,0,1
2014-09-26,16.75,9,Herbst,0,0,1,0,0,0,1
2014-09-27,16.375,9,Herbst,0,0,1,0,0,0,1
2014-09-28,18.5,9,Herbst,0,0,1,0,1,0,0
2014-09-29,18.125,9,Herbst,0,0,1,0,1,0,0
2014-09-30,16.5,9,Herbst,0,0,1,0,0,0,1
2014-10-01,17.75,10,Herbst,0,0,1,0,1,0,0
2014-10-02,18.0,10,Herbst,0,0,1,0,1,0,0
2014-10-03,20.0,10,Herbst,0,0,1,0,1,0,0
2014-10-04,18.5,10,Herbst,0,0,1,0,1,0,0
2014-10-05,16.25,10,Herbst,0,0,1,0,0,0,1
2014-10-06,15.75,10,Herbst,0,0,1,0,0,0,1
2014-10-07,13.0,10,Herbst,0,0,1,0,0,0,1
